id_producto,total_venta,total_costo,utilidad,margen
OFF-AP-10003795,6183.56,4515.42,1668.13,0.2705
OFF-AP-10003800,3136.71,2002.02,1134.69,0.3743
OFF-AP-10003834,1672.44,1406.4,266.04,0.1675
OFF-AP-10003842,693.95,550.2,143.75,0.2155
OFF-AP-10003849,5009.48,4293.84,715.64,-0.2951
OFF-AP-10003850,470.02,642.48,-172.46,-0.3669
OFF-AP-10003860,667.16,522.75,144.42,0.1833
OFF-AP-10003866,2289.98,1819.53,470.45,0.2022
OFF-AP-10003884,180.66,130.08,50.58,0.28
OFF-AP-10003909,387.96,240.6,147.36,0.3798
OFF-AP-10003912,174.91,122.46,52.45,0.2999
OFF-AP-10003914,13.0,11.7,1.3,0.1
OFF-AP-10003917,9083.02,5960.52,3122.5,0.3445
OFF-AP-10003945,1438.38,1177.86,260.52,0.1094
OFF-AP-10003956,468.38,524.2,-55.82,-0.149
OFF-AP-10003963,7434.47,9358.5,-1924.03,-0.256
OFF-AP-10003965,572.19,550.76,21.43,0.0375
OFF-AP-10003971,739.2,926.25,-187.05,-0.2466
OFF-AP-10003972,361.61,339.36,22.25,0.0511
OFF-AP-10003979,323.3,210.2,113.1,0.3498
OFF-AP-10004031,1758.74,1687.84,70.9,-0.0023
OFF-AP-10004036,199.73,182.21,17.52,-0.3406
OFF-AP-10004041,1388.07,1033.35,354.72,0.2555
OFF-AP-10004052,56.09,52.61,3.48,-0.369
OFF-AP-10004063,3377.98,2292.84,1085.14,0.3233
OFF-AP-10004113,605.44,351.2,254.24,0.3194
OFF-AP-10004136,147.53,184.41,-36.88,-1.25
OFF-AP-10004140,4329.63,3373.92,955.71,0.2083
OFF-AP-10004168,3663.82,3191.79,472.03,0.092
OFF-AP-10004183,5310.1,4942.08,368.02,0.0647
OFF-AP-10004186,2593.8,1452.6,1141.2,0.44
OFF-AP-10004191,1921.08,1576.68,344.4,0.0933
OFF-AP-10004201,5692.17,5796.0,-103.83,-0.0445
OFF-AP-10004220,130.56,114.3,16.26,0.0195
OFF-AP-10004226,700.08,882.96,-182.88,-0.1335
OFF-AP-10004227,4119.03,3487.96,631.07,0.125
OFF-AP-10004233,299.21,476.43,-177.22,-1.1083
OFF-AP-10004245,4921.8,3297.84,1623.96,0.33
OFF-AP-10004246,2526.93,1965.45,561.48,0.2222
OFF-AP-10004248,163.56,111.24,52.32,0.3199
OFF-AP-10004249,234.61,192.24,42.37,-0.3505
OFF-AP-10004274,175.47,139.59,35.88,0.2045
OFF-AP-10004293,1903.28,1808.28,95.0,0.0499
OFF-AP-10004295,3775.91,3378.48,397.43,0.1028
OFF-AP-10004305,758.02,654.84,103.18,0.1569
OFF-AP-10004336,546.82,485.3,61.52,-0.42
OFF-AP-10004350,1900.58,2249.1,-348.52,-0.1834
OFF-AP-10004372,267.72,259.8,7.92,0.0296
OFF-AP-10004415,370.37,456.84,-86.47,-0.2335
OFF-AP-10004425,303.42,203.52,99.9,0.3586
OFF-AP-10004453,436.16,379.52,56.64,0.1299
OFF-AP-10004464,5364.3,4452.6,911.7,0.17
OFF-AP-10004466,142.8,144.45,-1.65,-0.0115
OFF-AP-10004487,2488.39,2107.81,380.58,-0.1829
OFF-AP-10004494,237.32,274.5,-37.18,-0.1567
OFF-AP-10004499,322.97,322.98,-0.01,-0.0
OFF-AP-10004511,6937.14,4311.0,2626.14,0.275
OFF-AP-10004512,21147.08,10801.5,10345.58,0.4762
OFF-AP-10004515,853.2,503.4,349.8,0.41
OFF-AP-10004527,437.78,347.36,90.42,0.1898
OFF-AP-10004532,409.6,299.01,110.59,0.27
OFF-AP-10004540,1042.08,750.3,291.78,0.28
OFF-AP-10004569,1054.78,917.5,137.28,0.0219
OFF-AP-10004571,758.96,751.4,7.56,0.01
OFF-AP-10004572,4521.64,3552.84,968.8,0.1444
OFF-AP-10004627,3620.6,3512.0,108.6,0.03
OFF-AP-10004646,2453.22,2232.44,220.78,0.09
OFF-AP-10004655,47.54,37.36,10.19,-0.98
OFF-AP-10004665,401.0,375.6,25.4,0.0543
OFF-AP-10004698,724.1,808.68,-84.58,-0.1168
OFF-AP-10004708,867.77,810.68,57.09,-0.42
OFF-AP-10004711,2080.32,1477.08,603.24,0.29
OFF-AP-10004749,258.69,173.04,85.65,0.3257
OFF-AP-10004755,1239.0,1239.0,0.0,0.0
OFF-AP-10004756,373.82,386.61,-12.8,-0.0315
OFF-AP-10004785,1209.1,1037.67,171.43,0.3607
OFF-AP-10004821,288.94,671.8,-382.86,-1.325
OFF-AP-10004825,529.25,399.96,129.29,0.2443
OFF-AP-10004841,290.72,428.88,-138.16,-0.4745
OFF-AP-10004859,432.43,372.01,60.42,-0.1508
OFF-AP-10004868,91.69,102.1,-10.41,-0.5056
OFF-AP-10004869,2929.45,1803.6,1125.85,0.383
OFF-AP-10004882,253.75,236.85,16.9,0.0666
OFF-AP-10004913,3164.22,2436.48,727.74,0.23
OFF-AP-10004919,143.58,133.56,10.02,0.0698
OFF-AP-10004921,746.64,521.9,224.74,0.1996
OFF-AP-10004937,613.56,331.38,282.18,0.4599
OFF-AP-10004946,1025.47,771.42,254.06,0.2531
OFF-AP-10004958,3721.26,2798.62,922.64,0.1811
OFF-AP-10004964,9932.67,8272.8,1659.87,0.1801
OFF-AP-10004972,875.32,631.35,243.97,0.2917
OFF-AP-10004978,140.94,112.8,28.14,0.1997
OFF-AP-10004980,303.36,323.84,-20.48,-0.2581
OFF-AP-10004994,1667.1,1333.7,333.4,0.2
OFF-AR-10000019,302.88,179.04,123.84,0.4089
OFF-AR-10000027,719.84,543.72,176.12,0.2195
OFF-AR-10000034,118.72,75.01,43.71,0.3392
OFF-AR-10000054,303.8,267.36,36.44,0.1144
OFF-AR-10000058,1070.37,764.94,305.43,0.2208
OFF-AR-10000066,360.75,321.48,39.27,0.0092
OFF-AR-10000067,54.54,83.3,-28.76,-0.5272
OFF-AR-10000079,1115.1,758.7,356.4,0.3196
OFF-AR-10000082,158.05,196.32,-38.27,-0.3664
OFF-AR-10000091,1629.12,1411.41,217.71,0.1449
OFF-AR-10000097,739.63,897.18,-157.55,-0.3004
OFF-AR-10000110,3900.14,3326.13,574.01,0.1214
OFF-AR-10000120,576.53,589.44,-12.91,-0.0295
OFF-AR-10000122,118.3,100.44,17.86,0.1696
OFF-AR-10000124,901.42,871.32,30.1,-0.0361
OFF-AR-10000125,18.58,26.64,-8.06,-0.4341
OFF-AR-10000127,65.6,51.23,14.37,0.2013
OFF-AR-10000150,127.6,123.86,3.74,0.0293
OFF-AR-10000156,12.85,16.4,-3.55,-0.2765
OFF-AR-10000176,603.87,387.84,216.03,0.3518
OFF-AR-10000179,862.18,623.52,238.66,0.2299
OFF-AR-10000184,1494.04,868.32,625.72,0.4085
OFF-AR-10000185,130.54,138.56,-8.02,-0.1455
OFF-AR-10000203,68.48,54.7,13.78,0.2012
OFF-AR-10000205,32.38,39.42,-7.04,-0.2173
OFF-AR-10000219,496.12,463.32,32.8,-0.1461
OFF-AR-10000227,153.09,103.2,49.89,0.1731
OFF-AR-10000242,876.1,808.86,67.24,0.0787
OFF-AR-10000246,61.72,47.32,14.4,0.223
OFF-AR-10000249,232.36,159.6,72.76,0.3069
OFF-AR-10000251,312.72,291.21,21.51,-0.0176
OFF-AR-10000255,75.92,56.18,19.74,0.26
OFF-AR-10000266,1592.18,1657.5,-65.33,-0.036
OFF-AR-10000283,17.64,20.58,-2.94,-0.1667
OFF-AR-10000293,103.68,56.04,47.64,0.4595
OFF-AR-10000307,682.08,409.92,272.16,0.399
OFF-AR-10000314,121.14,111.6,9.54,0.0788
OFF-AR-10000315,23.33,18.42,4.91,0.1875
OFF-AR-10000316,507.52,266.76,240.76,0.4166
OFF-AR-10000319,2783.6,2515.17,268.43,0.0773
OFF-AR-10000340,139.2,73.92,65.28,0.469
OFF-AR-10000347,330.9,254.88,76.02,0.2067
OFF-AR-10000356,40.26,35.88,4.38,0.1088
OFF-AR-10000369,13.62,11.31,2.31,0.1983
OFF-AR-10000380,1617.95,1169.78,448.16,0.2475
OFF-AR-10000387,347.37,219.24,128.13,0.3344
OFF-AR-10000390,317.23,175.63,141.59,0.4297
OFF-AR-10000399,2279.02,1433.09,845.93,0.3463
OFF-AR-10000401,26.36,59.4,-33.04,-1.2534
OFF-AR-10000404,409.7,266.88,142.82,0.274
OFF-AR-10000409,1269.75,1104.75,165.0,0.1299
OFF-AR-10000411,86.08,66.95,19.13,0.2125
OFF-AR-10000422,233.59,203.18,30.41,0.0999
OFF-AR-10000431,22.2,18.24,3.96,0.1784
OFF-AR-10000444,872.67,602.61,270.06,0.2423
OFF-AR-10000452,405.3,348.6,56.7,0.1399
OFF-AR-10000461,147.62,166.32,-18.7,-0.1417
OFF-AR-10000462,22.4,12.77,9.63,0.43
OFF-AR-10000465,255.52,305.28,-49.76,-0.2405
OFF-AR-10000467,1230.4,780.69,449.71,0.3144
OFF-AR-10000468,165.65,179.36,-13.71,-0.1431
OFF-AR-10000475,1842.05,1395.65,446.39,0.1601
OFF-AR-10000481,514.5,344.32,170.18,0.2876
OFF-AR-10000491,533.74,348.84,184.9,0.3044
OFF-AR-10000493,61.76,62.56,-0.8,-0.058
OFF-AR-10000502,896.64,709.92,186.72,0.1726
OFF-AR-10000503,136.68,117.92,18.76,0.0933
OFF-AR-10000505,543.34,610.5,-67.16,-0.2
OFF-AR-10000513,87.84,75.0,12.84,0.0394
OFF-AR-10000538,405.36,295.58,109.78,0.2417
OFF-AR-10000539,688.64,842.52,-153.88,-0.2376
OFF-AR-10000540,98.17,95.04,3.13,0.0319
OFF-AR-10000543,121.08,113.88,7.2,0.0595
OFF-AR-10000578,383.82,478.89,-95.07,-0.2994
OFF-AR-10000584,1073.37,1007.37,66.0,-0.0523
OFF-AR-10000588,476.16,381.72,94.44,0.1983
OFF-AR-10000594,1330.52,804.3,526.22,0.3284
OFF-AR-10000603,220.5,203.1,17.4,0.0789
OFF-AR-10000614,139.13,119.99,19.14,0.1064
OFF-AR-10000634,81.32,71.86,9.46,0.1136
OFF-AR-10000655,414.68,377.44,37.24,0.0898
OFF-AR-10000657,45.15,31.69,13.46,0.263
OFF-AR-10000658,263.34,191.27,72.07,0.2543
OFF-AR-10000659,1601.28,1078.92,522.36,0.2876
OFF-AR-10000660,892.64,1022.76,-130.12,-0.1603
OFF-AR-10000676,93.0,76.32,16.68,0.1794
OFF-AR-10000681,695.48,681.12,14.35,-0.1105
OFF-AR-10000703,558.72,330.24,228.48,0.4089
OFF-AR-10000706,34.02,22.8,11.22,0.3298
OFF-AR-10000711,843.9,693.57,150.33,0.1317
OFF-AR-10000715,1463.54,949.77,513.76,0.2783
OFF-AR-10000716,94.86,68.08,26.78,0.3029
OFF-AR-10000719,312.73,364.14,-51.41,-0.2292
OFF-AR-10000720,436.27,385.32,50.95,0.0833
OFF-AR-10000724,665.64,579.15,86.49,0.0498
OFF-AR-10000727,1989.6,1513.2,476.4,0.2394
OFF-AR-10000729,87.14,82.44,4.7,-0.0201
OFF-AR-10000733,263.1,176.4,86.7,0.3295
OFF-AR-10000740,122.1,66.0,56.1,0.4595
OFF-AR-10000751,754.21,675.09,79.12,0.1287
OFF-AR-10000762,394.07,353.97,40.1,0.0207
OFF-AR-10000767,330.0,326.8,3.2,0.0097
OFF-AR-10000780,218.11,159.9,58.21,0.2329
OFF-AR-10000785,2643.84,2247.57,396.27,0.1499
OFF-AR-10000799,952.44,938.23,14.21,-0.0032
OFF-AR-10000804,443.59,320.88,122.71,0.2252
OFF-AR-10000812,123.2,108.64,14.56,0.1182
OFF-AR-10000814,189.43,211.68,-22.25,-0.1174
OFF-AR-10000817,88.16,60.19,27.97,0.3164
OFF-AR-10000821,151.96,126.42,25.54,0.2037
OFF-AR-10000823,601.41,456.72,144.69,0.1921
OFF-AR-10000833,2207.44,1946.51,260.93,0.0864
OFF-AR-10000845,346.75,240.24,106.51,0.2514
OFF-AR-10000851,1272.99,1135.68,137.31,0.1117
OFF-AR-10000896,24.27,19.42,4.85,0.1675
OFF-AR-10000904,800.45,864.6,-64.15,-0.1248
OFF-AR-10000914,102.61,86.28,16.32,0.1675
OFF-AR-10000925,53.06,96.88,-43.82,-0.826
OFF-AR-10000937,431.29,266.08,165.21,0.37
OFF-AR-10000940,65.27,51.51,13.76,0.2179
OFF-AR-10000953,572.88,378.18,194.7,0.3399
OFF-AR-10000974,67.86,41.4,26.46,0.3899
OFF-AR-10000980,1289.34,1043.28,246.06,0.1158
OFF-AR-10000989,304.05,398.64,-94.59,-0.4132
OFF-AR-10001002,1582.46,1170.75,411.71,0.0983
OFF-AR-10001022,14.2,9.8,4.4,0.31
OFF-AR-10001026,30.8,17.25,13.55,0.44
OFF-AR-10001029,76.18,99.12,-22.94,-0.3012
OFF-AR-10001030,89.38,74.1,15.28,0.0899
OFF-AR-10001043,378.85,307.11,71.74,0.1591
OFF-AR-10001044,618.56,498.23,120.33,0.2111
OFF-AR-10001053,342.38,335.58,6.8,0.0199
OFF-AR-10001061,476.1,264.32,211.78,0.4535
OFF-AR-10001068,1678.3,979.2,699.1,0.3941
OFF-AR-10001072,220.83,198.8,22.03,0.0506
OFF-AR-10001073,444.53,340.86,103.67,0.1268
OFF-AR-10001074,189.0,132.48,56.52,0.299
OFF-AR-10001107,26.53,44.22,-17.69,-0.6667
OFF-AR-10001110,1657.78,1098.9,558.88,0.2759
OFF-AR-10001117,40.2,22.2,18.0,0.4478
OFF-AR-10001118,16.18,9.44,6.74,0.37
OFF-AR-10001129,12.38,13.44,-1.06,-0.0853
OFF-AR-10001130,15.47,9.37,6.1,0.4037
OFF-AR-10001132,490.01,355.68,134.33,0.22
OFF-AR-10001134,149.97,169.65,-19.68,-0.285
OFF-AR-10001149,80.95,57.17,23.78,0.3007
OFF-AR-10001162,243.68,333.06,-89.38,-0.3668
OFF-AR-10001166,60.64,36.99,23.65,0.39
OFF-AR-10001176,235.62,131.58,104.04,0.4459
OFF-AR-10001177,42.64,32.6,10.04,0.2308
OFF-AR-10001190,1482.52,1328.64,153.89,-0.0071
OFF-AR-10001192,877.0,561.5,315.5,0.3597
OFF-AR-10001195,189.54,208.62,-19.08,-0.1007
OFF-AR-10001208,760.83,595.98,164.85,0.2256
OFF-AR-10001216,1549.25,1523.93,25.32,0.0134
OFF-AR-10001221,75.35,55.26,20.09,0.2575
OFF-AR-10001226,314.11,340.56,-26.45,-0.1212
OFF-AR-10001227,23.52,17.17,6.35,0.27
OFF-AR-10001228,1949.2,1424.4,524.8,0.2285
OFF-AR-10001230,981.72,838.05,143.67,0.031
OFF-AR-10001231,29.4,21.17,8.23,0.28
OFF-AR-10001232,1062.53,893.25,169.28,0.0843
OFF-AR-10001244,86.35,133.92,-47.57,-0.5509
OFF-AR-10001246,79.97,66.8,13.17,0.1886
OFF-AR-10001266,1188.66,898.29,290.37,0.1781
OFF-AR-10001269,1510.11,982.26,527.85,0.3495
OFF-AR-10001271,294.12,251.56,42.56,0.1492
OFF-AR-10001278,666.19,427.23,238.96,0.3284
OFF-AR-10001291,1993.53,1305.6,687.93,0.3123
OFF-AR-10001315,38.72,31.24,7.48,0.1886
OFF-AR-10001329,381.82,298.08,83.74,0.2239
OFF-AR-10001336,172.65,147.15,25.5,0.0265
OFF-AR-10001338,43.13,56.1,-12.97,-0.3008
OFF-AR-10001374,123.12,92.53,30.59,0.235
OFF-AR-10001386,328.94,194.16,134.78,0.3714
OFF-AR-10001402,259.97,264.5,-4.53,-0.0505
OFF-AR-10001405,196.35,170.94,25.41,0.1294
OFF-AR-10001418,2018.52,1557.63,460.89,0.2038
OFF-AR-10001419,128.03,98.29,29.74,0.2125
OFF-AR-10001423,227.52,264.0,-36.48,-0.1603
OFF-AR-10001427,59.8,48.68,11.12,0.2137
OFF-AR-10001446,196.35,161.7,34.65,0.195
OFF-AR-10001461,2059.06,2084.58,-25.52,-0.015
OFF-AR-10001462,638.4,403.2,235.2,0.3684
OFF-AR-10001468,209.66,159.87,49.8,0.2375
OFF-AR-10001473,28.21,23.94,4.26,0.1483
OFF-AR-10001479,89.38,68.16,21.22,0.1865
OFF-AR-10001482,945.99,1033.62,-87.63,-0.1319
OFF-AR-10001495,687.73,630.72,57.01,0.0099
OFF-AR-10001508,690.52,792.0,-101.48,-0.2507
OFF-AR-10001518,579.75,422.01,157.74,0.225
OFF-AR-10001525,172.87,185.22,-12.35,-0.0602
OFF-AR-10001529,1698.22,1570.02,128.2,0.0598
OFF-AR-10001533,1692.75,914.64,778.11,0.4597
OFF-AR-10001535,270.51,333.6,-63.09,-0.2332
OFF-AR-10001545,36.61,28.74,7.87,0.2308
OFF-AR-10001546,1299.86,1268.16,31.7,-0.0501
OFF-AR-10001547,61.44,48.4,13.04,0.2016
OFF-AR-10001570,107.4,72.0,35.4,0.3296
OFF-AR-10001571,10.72,21.44,-10.72,-1.0
OFF-AR-10001573,48.93,34.74,14.19,0.29
OFF-AR-10001578,1059.03,705.6,353.43,0.2954
OFF-AR-10001598,51.2,37.44,13.76,0.2688
OFF-AR-10001599,1576.75,1706.01,-129.26,-0.1432
OFF-AR-10001602,230.91,216.0,14.91,0.0813
OFF-AR-10001606,959.03,690.03,269.0,0.1809
OFF-AR-10001607,838.8,1020.3,-181.5,-0.1819
OFF-AR-10001609,131.12,95.92,35.2,0.2685
OFF-AR-10001612,28.98,26.1,2.88,0.0994
OFF-AR-10001615,460.29,367.04,93.25,0.2071
OFF-AR-10001622,124.6,100.98,23.62,0.1771
OFF-AR-10001626,299.88,267.12,32.76,0.1092
OFF-AR-10001645,8.53,14.22,-5.69,-0.6667
OFF-AR-10001654,31.92,27.48,4.44,0.1391
OFF-AR-10001659,298.86,247.38,51.48,0.1606
OFF-AR-10001662,75.62,60.01,15.62,0.2179
OFF-AR-10001672,2379.97,1909.05,470.92,0.1056
OFF-AR-10001678,521.81,372.96,148.85,0.3389
OFF-AR-10001683,171.39,116.03,55.36,0.2767
OFF-AR-10001694,538.88,528.32,10.56,0.0196
OFF-AR-10001696,20.16,30.8,-10.64,-0.5278
OFF-AR-10001708,469.48,384.0,85.48,0.1694
OFF-AR-10001714,1330.88,1018.05,312.82,0.2177
OFF-AR-10001720,2102.48,1829.52,272.96,0.0544
OFF-AR-10001725,297.99,227.51,70.48,0.2292
OFF-AR-10001738,364.85,273.0,91.85,0.0848
OFF-AR-10001752,230.84,217.5,13.34,0.0578
OFF-AR-10001759,2126.67,1412.46,714.21,0.3067
OFF-AR-10001761,123.81,89.7,34.11,0.28
OFF-AR-10001770,308.92,231.51,77.41,0.2205
OFF-AR-10001773,742.15,660.48,81.67,0.1013
OFF-AR-10001777,3346.2,2422.14,924.06,0.2254
OFF-AR-10001812,487.2,270.72,216.48,0.4019
OFF-AR-10001813,297.16,187.34,109.82,0.3696
OFF-AR-10001823,344.53,199.08,145.45,0.4157
OFF-AR-10001833,142.91,112.56,30.35,0.2019
OFF-AR-10001850,1056.18,1221.24,-165.06,-0.1237
OFF-AR-10001860,173.5,119.92,53.58,0.3067
OFF-AR-10001862,125.28,120.12,5.16,0.1471
OFF-AR-10001868,38.98,20.16,18.82,0.4531
OFF-AR-10001879,161.9,128.96,32.94,0.1994
OFF-AR-10001897,402.98,310.87,92.11,0.208
OFF-AR-10001898,1114.81,1152.9,-38.09,-0.1029
OFF-AR-10001915,287.97,178.54,109.43,0.3579
OFF-AR-10001919,30.83,22.69,8.14,0.2393
OFF-AR-10001922,134.09,145.92,-11.83,-0.1258
OFF-AR-10001940,45.92,28.04,17.88,0.3944
OFF-AR-10001952,490.59,433.62,56.97,0.06
OFF-AR-10001953,1073.11,866.85,206.27,0.1657
OFF-AR-10001954,75.31,60.68,14.62,0.1788
OFF-AR-10001955,511.87,388.86,123.01,0.2125
OFF-AR-10001958,275.08,232.29,42.79,0.1514
OFF-AR-10001965,776.97,625.5,151.47,0.2067
OFF-AR-10001972,21.17,17.4,3.76,0.1983
OFF-AR-10001988,77.87,55.29,22.58,0.29
OFF-AR-10001991,308.59,203.32,105.27,0.3197
OFF-AR-10002022,466.58,395.4,71.18,0.1464
OFF-AR-10002036,368.85,258.57,110.28,0.3326
OFF-AR-10002037,1644.84,1382.4,262.44,0.1596
OFF-AR-10002053,81.65,62.22,19.43,0.2029
OFF-AR-10002055,343.68,205.0,138.68,0.3458
OFF-AR-10002060,28.5,37.2,-8.7,-0.3389
OFF-AR-10002067,531.71,396.4,135.31,0.2292
OFF-AR-10002094,826.93,839.52,-12.59,-0.1257
OFF-AR-10002096,118.3,110.04,8.26,0.0698
OFF-AR-10002105,140.71,143.52,-2.81,0.0016
OFF-AR-10002109,1897.49,1507.44,390.05,0.2028
OFF-AR-10002111,198.97,215.46,-16.49,-0.0762
OFF-AR-10002113,725.41,627.48,97.93,0.1616
OFF-AR-10002115,607.56,404.6,202.96,0.3226
OFF-AR-10002116,547.01,417.6,129.41,0.154
OFF-AR-10002135,1166.44,855.55,310.89,0.2545
OFF-AR-10002144,246.22,160.95,85.28,0.3128
OFF-AR-10002145,1027.73,994.62,33.11,0.0322
OFF-AR-10002153,23.07,49.7,-26.63,-1.1541
OFF-AR-10002156,698.25,599.76,98.49,0.0667
OFF-AR-10002165,2692.44,2692.44,0.0,0.0
OFF-AR-10002221,18.2,15.18,3.02,0.1483
OFF-AR-10002236,343.18,231.84,111.34,0.3242
OFF-AR-10002240,573.65,446.84,126.81,0.2138
OFF-AR-10002255,1843.4,1931.99,-88.59,-0.0215
OFF-AR-10002256,766.24,740.34,25.9,-0.116
OFF-AR-10002257,50.77,41.48,9.29,0.1662
OFF-AR-10002260,179.74,199.08,-19.34,-0.0819
OFF-AR-10002280,54.35,32.03,22.32,0.3812
OFF-AR-10002331,410.88,398.64,12.24,0.0298
OFF-AR-10002335,735.29,780.75,-45.46,-0.0153
OFF-AR-10002340,773.07,658.56,114.51,0.1268
OFF-AR-10002346,174.24,180.44,-6.2,0.0112
OFF-AR-10002364,114.8,113.7,1.1,0.0045
OFF-AR-10002375,82.66,60.55,22.11,0.2646
OFF-AR-10002380,332.11,292.14,39.97,0.1041
OFF-AR-10002382,889.02,480.15,408.87,0.4599
OFF-AR-10002389,180.71,164.7,16.01,0.0882
OFF-AR-10002392,228.11,265.2,-37.09,-0.2899
OFF-AR-10002399,110.76,67.86,42.9,0.3679
OFF-AR-10002400,287.97,324.96,-36.99,-0.1386
OFF-AR-10002415,40.45,49.23,-8.78,-0.2172
OFF-AR-10002417,1191.98,1383.3,-191.32,-0.2137
OFF-AR-10002419,13.07,26.48,-13.41,-1.0257
OFF-AR-10002433,428.28,248.97,179.31,0.3922
OFF-AR-10002440,170.24,88.64,81.6,0.4793
OFF-AR-10002445,209.57,131.69,77.88,0.3579
OFF-AR-10002447,1571.13,1311.72,259.41,0.0739
OFF-AR-10002454,2607.01,1447.38,1159.63,0.4411
OFF-AR-10002458,355.64,313.5,42.14,0.0552
OFF-AR-10002467,37.55,28.28,9.27,0.2092
OFF-AR-10002485,1140.19,1067.88,72.31,0.0046
OFF-AR-10002486,386.8,274.8,112.0,0.2896
OFF-AR-10002499,387.3,221.32,165.98,0.3697
OFF-AR-10002513,996.01,1059.12,-63.11,-0.168
OFF-AR-10002517,22.72,18.96,3.76,0.1653
OFF-AR-10002535,382.39,300.96,81.43,0.1739
OFF-AR-10002538,539.24,404.6,134.64,0.2497
OFF-AR-10002564,142.97,150.08,-7.11,-0.0635
OFF-AR-10002575,121.25,149.64,-28.39,-0.2342
OFF-AR-10002578,34.56,24.54,10.02,0.29
OFF-AR-10002583,409.81,425.0,-15.19,-0.0744
OFF-AR-10002605,504.79,354.96,149.83,0.181
OFF-AR-10002640,779.26,767.25,12.01,0.0112
OFF-AR-10002650,216.38,129.6,86.78,0.3755
OFF-AR-10002656,149.63,101.0,48.63,0.307
OFF-AR-10002665,485.98,504.24,-18.26,-0.1744
OFF-AR-10002671,1113.02,1001.72,111.3,0.1
OFF-AR-10002672,537.79,453.12,84.68,0.0995
OFF-AR-10002677,709.94,594.66,115.28,0.0831
OFF-AR-10002681,2723.81,2009.4,714.41,0.2564
OFF-AR-10002704,14.98,10.49,4.49,0.3
OFF-AR-10002706,913.14,545.6,367.54,0.3495
OFF-AR-10002710,81.86,77.52,4.34,0.0057
OFF-AR-10002714,321.84,253.92,67.92,0.211
OFF-AR-10002727,612.07,464.1,147.97,0.184
OFF-AR-10002745,221.96,208.04,13.92,-0.1069
OFF-AR-10002747,1064.51,658.8,405.71,0.3729
OFF-AR-10002766,56.16,44.65,11.51,0.2244
OFF-AR-10002783,1377.75,1365.9,11.85,-0.0272
OFF-AR-10002797,463.68,364.32,99.36,0.1916
OFF-AR-10002800,170.14,130.86,39.28,0.2423
OFF-AR-10002802,696.5,592.2,104.3,0.1497
OFF-AR-10002804,37.16,23.08,14.08,0.351
OFF-AR-10002805,3465.18,2051.28,1413.9,0.3979
OFF-AR-10002811,7.06,17.32,-10.26,-1.4546
OFF-AR-10002816,2226.06,1770.12,455.94,0.1742
OFF-AR-10002818,197.82,138.47,59.35,0.3
OFF-AR-10002824,740.04,581.68,158.36,0.1733
OFF-AR-10002833,30.58,23.91,6.66,0.2092
OFF-AR-10002847,136.27,148.2,-11.93,-0.1605
OFF-AR-10002852,395.85,371.52,24.33,0.0046
OFF-AR-10002882,940.03,995.4,-55.37,-0.0401
OFF-AR-10002897,233.92,208.56,25.36,0.0799
OFF-AR-10002902,1852.65,1986.9,-134.25,-0.1818
OFF-AR-10002939,625.8,413.7,212.1,0.3389
OFF-AR-10002952,293.7,230.69,63.01,0.235
OFF-AR-10002956,444.6,374.61,69.99,0.1675
OFF-AR-10002975,1047.82,669.6,378.22,0.3312
OFF-AR-10002987,436.48,280.93,155.55,0.3468
OFF-AR-10002991,896.15,761.67,134.48,0.0992
OFF-AR-10003005,903.5,822.15,81.35,0.0711
OFF-AR-10003012,1145.42,1130.43,14.99,0.0101
OFF-AR-10003021,883.87,532.38,351.49,0.3339
OFF-AR-10003023,71.52,56.52,15.0,0.2097
OFF-AR-10003028,82.95,70.65,12.3,0.1483
OFF-AR-10003031,438.78,458.46,-19.68,-0.0607
OFF-AR-10003045,90.55,51.74,38.81,0.4107
OFF-AR-10003046,1004.91,752.79,252.12,0.2553
OFF-AR-10003056,96.73,69.89,26.84,0.2646
OFF-AR-10003066,2185.76,2021.04,164.72,0.0302
OFF-AR-10003077,202.62,131.78,70.84,0.3496
OFF-AR-10003085,44.94,32.82,12.12,0.2697
OFF-AR-10003087,24.92,19.22,5.7,0.22
OFF-AR-10003096,568.19,541.44,26.75,0.0381
OFF-AR-10003110,1061.27,911.52,149.75,0.0625
OFF-AR-10003113,671.03,457.38,213.65,0.2906
OFF-AR-10003117,1035.66,719.46,316.2,0.287
OFF-AR-10003123,452.84,280.5,172.34,0.3605
OFF-AR-10003156,138.18,105.26,32.92,0.223
OFF-AR-10003157,19.22,30.78,-11.56,-0.6011
OFF-AR-10003158,90.74,68.3,22.45,0.241
OFF-AR-10003179,515.8,335.06,180.74,0.3224
OFF-AR-10003183,65.46,56.11,9.35,0.1469
OFF-AR-10003190,47.23,35.25,11.98,0.25
OFF-AR-10003217,599.77,394.05,205.72,0.2951
OFF-AR-10003228,306.57,262.2,44.37,0.0391
OFF-AR-10003245,965.57,744.72,220.85,0.15
OFF-AR-10003247,1252.44,1067.31,185.13,0.1145
OFF-AR-10003249,60.95,71.16,-10.21,-0.1676
OFF-AR-10003251,43.92,28.36,15.57,0.3357
OFF-AR-10003253,70.13,78.36,-8.23,-0.1174
OFF-AR-10003281,58.8,35.88,22.92,0.3898
OFF-AR-10003291,285.79,250.8,34.99,0.1285
OFF-AR-10003321,182.78,200.64,-17.86,-0.0398
OFF-AR-10003336,592.37,399.16,193.21,0.2416
